code,name,point_code,note1,note2
K049 3,骨部分切除術 鎖骨、膝蓋骨、手、足、指（手、足）その他,B61 11 04,部位が手根骨,
K049 3,骨部分切除術 鎖骨、膝蓋骨、手、足、指（手、足）その他,B68 11 04,部位が中手骨,
K049 3,骨部分切除術 鎖骨、膝蓋骨、手、足、指（手、足）その他,B69 11 04,部位が手指骨,
K049 3,骨部分切除術 鎖骨、膝蓋骨、手、足、指（手、足）その他,BAB 11 04,部位が膝蓋骨,
K049 3,骨部分切除術 鎖骨、膝蓋骨、手、足、指（手、足）その他,BBH 11 04,部位が足根骨,
K049 3,骨部分切除術 鎖骨、膝蓋骨、手、足、指（手、足）その他,BBJ 11 04,部位が中足骨,
K049 3,骨部分切除術 鎖骨、膝蓋骨、手、足、指（手、足）その他,BBK 11 04,部位が足趾骨,
K049 3,骨部分切除術 鎖骨、膝蓋骨、手、足、指（手、足）その他,C11 11 04,部位が脊椎,
K049 3,骨部分切除術 鎖骨、膝蓋骨、手、足、指（手、足）その他,C51 11 04,部位が骨盤,
K050 1,腐骨摘出術 肩甲骨、上腕、大腿,B25 17 04,部位が肩甲骨,
K050 1,腐骨摘出術 肩甲骨、上腕、大腿,B23 17 04,部位が上腕骨,
K050 1,腐骨摘出術 肩甲骨、上腕、大腿,B94 17 04,部位が大腿骨,
K050 2,腐骨摘出術 前腕、下腿,B44 17 04,部位が前腕骨,
K050 2,腐骨摘出術 前腕、下腿,BAG 17 04,部位が下腿骨,
K050 3,腐骨摘出術 鎖骨、膝蓋骨、手、足その他,B74 17 04,部位が胸郭,
K050 3,腐骨摘出術 鎖骨、膝蓋骨、手、足その他,B24 17 04,部位が鎖骨,
K050 3,腐骨摘出術 鎖骨、膝蓋骨、手、足その他,B61 17 04,部位が手根骨,
K050 3,腐骨摘出術 鎖骨、膝蓋骨、手、足その他,B68 17 04,部位が中手骨,
K050 3,腐骨摘出術 鎖骨、膝蓋骨、手、足その他,B69 17 04,部位が手指骨,
K050 3,腐骨摘出術 鎖骨、膝蓋骨、手、足その他,BAB 17 04,部位が膝蓋骨,
K050 3,腐骨摘出術 鎖骨、膝蓋骨、手、足その他,BBH 17 04,部位が足根骨,
K050 3,腐骨摘出術 鎖骨、膝蓋骨、手、足その他,BBJ 17 04,部位が中足骨,
K050 3,腐骨摘出術 鎖骨、膝蓋骨、手、足その他,BBK 17 04,部位が足趾骨,
K050 3,腐骨摘出術 鎖骨、膝蓋骨、手、足その他,C11 17 04,部位が脊椎,
K050 3,腐骨摘出術 鎖骨、膝蓋骨、手、足その他,C51 17 04,部位が骨盤,
K050 3,腐骨摘出術 鎖骨、膝蓋骨、手、足その他,B12 17 04,部位が上記以外の骨の場合,
K051 1,骨全摘術 肩甲骨、上腕、大腿,B25 12 04,部位が肩甲骨,
K051 1,骨全摘術 肩甲骨、上腕、大腿,B23 12 04,部位が上腕骨,
K051 1,骨全摘術 肩甲骨、上腕、大腿,B94 12 04,部位が大腿骨,
K051 2,骨全摘術 前腕、下腿,B44 12 04,部位が前腕骨,
K051 2,骨全摘術 前腕、下腿,BAG 12 04,部位が下腿骨,
K051 3,骨全摘術 鎖骨、膝蓋骨、手、足その他,B74 12 04,部位が胸郭,
K051 3,骨全摘術 鎖骨、膝蓋骨、手、足その他,B24 12 04,部位が鎖骨,
K051 3,骨全摘術 鎖骨、膝蓋骨、手、足その他,B61 12 04,部位が手根骨,
K051 3,骨全摘術 鎖骨、膝蓋骨、手、足その他,B68 12 04,部位が中手骨,
K051 3,骨全摘術 鎖骨、膝蓋骨、手、足その他,B69 12 04,部位が手指骨,
K051 3,骨全摘術 鎖骨、膝蓋骨、手、足その他,BAB 12 04,部位が膝蓋骨,
K051 3,骨全摘術 鎖骨、膝蓋骨、手、足その他,BBH 12 04,部位が足根骨,
K051 3,骨全摘術 鎖骨、膝蓋骨、手、足その他,BBJ 12 04,部位が中足骨,
K051 3,骨全摘術 鎖骨、膝蓋骨、手、足その他,BBK 12 04,部位が足趾骨,
K051-2,中手骨又は中足骨摘除術（２本以上） ,B68 12 04,部位が中手骨,
K051-2,中手骨又は中足骨摘除術（２本以上） ,BBJ 12 04,部位が中足骨,
K052 1,骨腫瘍切除術 肩甲骨、上腕、大腿,B25 11 04,部位が肩甲骨,
K052 1,骨腫瘍切除術 肩甲骨、上腕、大腿,B23 11 04,部位が上腕骨,
K052 1,骨腫瘍切除術 肩甲骨、上腕、大腿,B94 11 04,部位が大腿骨,
K052 2,骨腫瘍切除術 前腕、下腿,B44 11 04,部位が前腕骨,
K052 2,骨腫瘍切除術 前腕、下腿,BAG 11 04,部位が下腿骨,
K052 3,骨腫瘍切除術 鎖骨、膝蓋骨、手、足、指（手、足）その他,B74 11 04,部位が胸郭,
K052 3,骨腫瘍切除術 鎖骨、膝蓋骨、手、足、指（手、足）その他,B24 11 04,部位が鎖骨,
K052 3,骨腫瘍切除術 鎖骨、膝蓋骨、手、足、指（手、足）その他,B61 11 04,部位が手根骨,
K052 3,骨腫瘍切除術 鎖骨、膝蓋骨、手、足、指（手、足）その他,B68 11 04,部位が中手骨,
K052 3,骨腫瘍切除術 鎖骨、膝蓋骨、手、足、指（手、足）その他,B69 11 04,部位が手指骨,
K052 3,骨腫瘍切除術 鎖骨、膝蓋骨、手、足、指（手、足）その他,BAB 11 04,部位が膝蓋骨,
K052 3,骨腫瘍切除術 鎖骨、膝蓋骨、手、足、指（手、足）その他,BBH 11 04,部位が足根骨,
K052 3,骨腫瘍切除術 鎖骨、膝蓋骨、手、足、指（手、足）その他,BBJ 11 04,部位が中足骨,
K052 3,骨腫瘍切除術 鎖骨、膝蓋骨、手、足、指（手、足）その他,BBK 11 04,部位が足趾骨,
K053 1,骨悪性腫瘍手術 肩甲骨、上腕、大腿,B25 11 04,部位が肩甲骨で、単純切除の場合,
K053 1,骨悪性腫瘍手術 肩甲骨、上腕、大腿,B25 13 04,部位が肩甲骨で、広汎切除の場合,
K053 1,骨悪性腫瘍手術 肩甲骨、上腕、大腿,B23 11 04,部位が上腕骨で、単純切除の場合,
K053 1,骨悪性腫瘍手術 肩甲骨、上腕、大腿,B23 13 04,部位が上腕骨で、広汎切除の場合,
K053 1,骨悪性腫瘍手術 肩甲骨、上腕、大腿,B94 11 04,部位が大腿骨で、単純切除の場合,
K053 1,骨悪性腫瘍手術 肩甲骨、上腕、大腿,B94 13 04,部位が大腿骨で、広汎切除の場合,
K053 2,骨悪性腫瘍手術 前腕、下腿,B44 11 04,部位が前腕骨で、単純切除の場合,
K053 2,骨悪性腫瘍手術 前腕、下腿,B44 13 04,部位が前腕骨で、広汎切除の場合,
K053 2,骨悪性腫瘍手術 前腕、下腿,BAG 11 04,部位が下腿骨で、単純切除の場合,
K053 2,骨悪性腫瘍手術 前腕、下腿,BAG 13 04,部位が下腿骨で、広汎切除の場合,
K053 3,骨悪性腫瘍手術 鎖骨、膝蓋骨、手、足その他,B74 11 04,部位が胸郭で、単純切除の場合,
K053 3,骨悪性腫瘍手術 鎖骨、膝蓋骨、手、足その他,B74 13 04,部位が胸郭で、広汎切除の場合,
K053 3,骨悪性腫瘍手術 鎖骨、膝蓋骨、手、足その他,B24 11 04,部位が鎖骨で、単純切除の場合,
K053 3,骨悪性腫瘍手術 鎖骨、膝蓋骨、手、足その他,B24 13 04,部位が鎖骨で、広汎切除の場合,
K053 3,骨悪性腫瘍手術 鎖骨、膝蓋骨、手、足その他,B61 11 04,部位が手根骨で、単純切除の場合,
K053 3,骨悪性腫瘍手術 鎖骨、膝蓋骨、手、足その他,B61 13 04,部位が手根骨で、広汎切除の場合,
K053 3,骨悪性腫瘍手術 鎖骨、膝蓋骨、手、足その他,B68 11 04,部位が中手骨で、単純切除の場合,
K053 3,骨悪性腫瘍手術 鎖骨、膝蓋骨、手、足その他,B68 13 04,部位が中手骨で、広汎切除の場合,
K053 3,骨悪性腫瘍手術 鎖骨、膝蓋骨、手、足その他,B69 11 04,部位が手指骨で、単純切除の場合,
K053 3,骨悪性腫瘍手術 鎖骨、膝蓋骨、手、足その他,B69 13 04,部位が手指骨で、広汎切除の場合,
K053 3,骨悪性腫瘍手術 鎖骨、膝蓋骨、手、足その他,BAB 11 04,部位が膝蓋骨で、単純切除の場合,
K053 3,骨悪性腫瘍手術 鎖骨、膝蓋骨、手、足その他,BAB 13 04,部位が膝蓋骨で、広汎切除の場合,
K053 3,骨悪性腫瘍手術 鎖骨、膝蓋骨、手、足その他,BBH 11 04,部位が足根骨で、単純切除の場合,
K053 3,骨悪性腫瘍手術 鎖骨、膝蓋骨、手、足その他,BBH 13 04,部位が足根骨で、広汎切除の場合,
K053 3,骨悪性腫瘍手術 鎖骨、膝蓋骨、手、足その他,BBJ 11 04,部位が中足骨で、単純切除の場合,
K053 3,骨悪性腫瘍手術 鎖骨、膝蓋骨、手、足その他,BBJ 13 04,部位が中足骨で、広汎切除の場合,
K053 3,骨悪性腫瘍手術 鎖骨、膝蓋骨、手、足その他,BBK 11 04,部位が足趾骨で、単純切除の場合,
K053 3,骨悪性腫瘍手術 鎖骨、膝蓋骨、手、足その他,BBK 13 04,部位が足趾骨で、広汎切除の場合,
K054 1,骨切り術 肩甲骨、上腕、大腿,B25 32 04,部位が肩甲骨で、単純切除の場合,
K054 1,骨切り術 肩甲骨、上腕、大腿,B23 32 04,部位が上腕骨で、単純切除の場合,
K054 1,骨切り術 肩甲骨、上腕、大腿,B23 32 0B,部位が上腕骨で、カスタムガイドを用いる場合,
K054 1,骨切り術 肩甲骨、上腕、大腿,B94 32 04,部位が大腿骨,
K054 2,骨切り術 前腕、下腿,B44 32 04,部位が前腕骨,
K054 2,骨切り術 前腕、下腿,B44 32 0B,部位が前腕骨で、カスタムガイドを用いる場合,
K054 2,骨切り術 前腕、下腿,BAG 32 04,部位が下腿骨,
K054 3,骨切り術 鎖骨、膝蓋骨、手、足、指（手、足）その他,B74 32 04,部位が胸郭,
K054 3,骨切り術 鎖骨、膝蓋骨、手、足、指（手、足）その他,B24 32 04,部位が鎖骨,
K054 3,骨切り術 鎖骨、膝蓋骨、手、足、指（手、足）その他,B68 32 04,部位が中手骨,
K054 3,骨切り術 鎖骨、膝蓋骨、手、足、指（手、足）その他,B69 32 04,部位が手指骨,
K054 3,骨切り術 鎖骨、膝蓋骨、手、足、指（手、足）その他,BAB 32 04,部位が膝蓋骨,
K054 3,骨切り術 鎖骨、膝蓋骨、手、足、指（手、足）その他,BBJ 32 04,部位が中足骨,
K054 3,骨切り術 鎖骨、膝蓋骨、手、足、指（手、足）その他,BBK 32 04,部位が足趾骨,
K055-2,大腿骨頭回転骨切り術,B94 32 04,,
K055-3,大腿骨近位部（転子間を含む。）骨切り術 ,B96 32 04,,
K056 1,偽関節手術 肩甲骨、上腕、大腿,B25 30 04,部位が肩甲骨,
K056 1,偽関節手術 肩甲骨、上腕、大腿,B23 30 04,部位が上腕骨,
K056 1,偽関節手術 肩甲骨、上腕、大腿,B94 30 04,部位が大腿骨,
K056 2,偽関節手術 前腕、下腿、手舟状骨,B44 30 04,部位が前腕骨,
K056 2,偽関節手術 前腕、下腿、手舟状骨,B61 30 00,部位が手舟状骨,
K056 2,偽関節手術 前腕、下腿、手舟状骨,BAG 30 04,部位が下腿骨,
K056 3,偽関節手術 鎖骨、膝蓋骨、手（舟状骨を除く。）、足、指（手、足）その他 ,B74 30 04,部位が胸郭,
K056 3,偽関節手術 鎖骨、膝蓋骨、手（舟状骨を除く。）、足、指（手、足）その他 ,B24 30 04,部位が鎖骨,
K056 3,偽関節手術 鎖骨、膝蓋骨、手（舟状骨を除く。）、足、指（手、足）その他 ,B61 30 04,部位が手根骨(舟状骨以外),
K056 3,偽関節手術 鎖骨、膝蓋骨、手（舟状骨を除く。）、足、指（手、足）その他 ,B68 30 04,部位が中手骨,
K056 3,偽関節手術 鎖骨、膝蓋骨、手（舟状骨を除く。）、足、指（手、足）その他 ,B69 30 04,部位が手指骨,
K056 3,偽関節手術 鎖骨、膝蓋骨、手（舟状骨を除く。）、足、指（手、足）その他 ,BAB 30 04,部位が膝蓋骨,
K056 3,偽関節手術 鎖骨、膝蓋骨、手（舟状骨を除く。）、足、指（手、足）その他 ,BBH 30 04,部位が足根骨,
K056 3,偽関節手術 鎖骨、膝蓋骨、手（舟状骨を除く。）、足、指（手、足）その他 ,BBJ 30 04,部位が中足骨,
K056 3,偽関節手術 鎖骨、膝蓋骨、手（舟状骨を除く。）、足、指（手、足）その他 ,BBK 30 04,部位が足趾骨,
K056-2,難治性感染性偽関節手術（創外固定器によるもの）,B12 30 00,,
K057 1,変形治癒骨折矯正手術 肩甲骨、上腕、大腿,B25 32 04,部位が肩甲骨,
K057 1,変形治癒骨折矯正手術 肩甲骨、上腕、大腿,B23 32 04,部位が上腕骨,
K057 1,変形治癒骨折矯正手術 肩甲骨、上腕、大腿,B23 32 0B,部位が上腕骨で、カスタムガイドを用いる場合,
K057 1,変形治癒骨折矯正手術 肩甲骨、上腕、大腿,B94 32 04,部位が大腿骨,
K057 2,変形治癒骨折矯正手術 前腕、下腿,B44 32 04,部位が前腕骨,
K057 2,変形治癒骨折矯正手術 前腕、下腿,B44 32 0B,部位が前腕骨で、カスタムガイドを用いる場合,
K057 2,変形治癒骨折矯正手術 前腕、下腿,BAG 32 04,部位が下腿骨,
K057 3,変形治癒骨折矯正手術 鎖骨、膝蓋骨、手、足、指（手、足）その他    ,B74 32 04,部位が胸郭,
K057 3,変形治癒骨折矯正手術 鎖骨、膝蓋骨、手、足、指（手、足）その他    ,B24 32 04,部位が鎖骨,
K057 3,変形治癒骨折矯正手術 鎖骨、膝蓋骨、手、足、指（手、足）その他    ,B68 32 04,部位が中手骨,
K057 3,変形治癒骨折矯正手術 鎖骨、膝蓋骨、手、足、指（手、足）その他    ,B69 32 04,部位が手指骨,
K057 3,変形治癒骨折矯正手術 鎖骨、膝蓋骨、手、足、指（手、足）その他    ,BAB 32 04,部位が膝蓋骨,
K057 3,変形治癒骨折矯正手術 鎖骨、膝蓋骨、手、足、指（手、足）その他    ,BBJ 32 04,部位が中足骨,
K057 3,変形治癒骨折矯正手術 鎖骨、膝蓋骨、手、足、指（手、足）その他    ,BBK 32 04,部位が足趾骨,
K057 3,変形治癒骨折矯正手術 鎖骨、膝蓋骨、手、足、指（手、足）その他    ,C11 32 04,部位が脊椎,
K057 3,変形治癒骨折矯正手術 鎖骨、膝蓋骨、手、足、指（手、足）その他    ,C51 32 04,部位が骨盤,
K058 1,骨長調整手術 骨端軟骨発育抑制術,B12 32 04,,
K058 2,骨長調整手術 骨短縮術,B12 32 04,,
K058 3,骨長調整手術 骨延長術（指（手、足）） ,B69 32 04,部位が手指骨,
K058 3,骨長調整手術 骨延長術（指（手、足）） ,BBK 32 04,部位が足趾骨,
K058 4,骨長調整手術 骨延長術（指（手、足）以外）  ,B12 32 04,,
K059 1,骨移植術（軟骨移植術を含む。） 自家骨移植,B12 43 00,自家骨移植術の場合,
K059 1,骨移植術（軟骨移植術を含む。） 自家骨移植,B12 43 04,自家軟骨移植術の場合,
K059 2,骨移植術（軟骨移植術を含む。） 同種骨移植（生体）,B12 43 00,同種骨移植術(生体骨)の場合,
K059 2,骨移植術（軟骨移植術を含む。） 同種骨移植（生体）,B12 43 04,同種軟骨移植術(生体骨)の場合,
K059 3 イ,骨移植術（軟骨移植術を含む。） 同種骨移植（非生体）　同種骨移植（特殊なもの）,B12 43 00,,
K059 3 ロ,骨移植術（軟骨移植術を含む。） 同種骨移植（非生体）　その他の場合,B12 43 00,,
K059 4,骨移植術（軟骨移植術を含む。） 自家培養軟骨移植術,B12 43 00,,
K059-2,関節鏡下自家骨軟骨移植術,B12 43 11,,
K060 1,関節切開術 肩、股、膝,B28 16 00,部位が肩関節,
K060 1,関節切開術 肩、股、膝,B91 16 00,部位が股関節,
K060 1,関節切開術 肩、股、膝,BA2 16 00,部位が膝関節,
K060 2,関節切開術 胸鎖、肘、手、足,B26 16 00,部位が胸鎖関節,
K060 2,関節切開術 胸鎖、肘、手、足,B42 16 00,部位が肘関節,
